,type,theme,year,account_number,total_emissions
1723,cid,combined,2020,74672,23035
1724,cid,combined,2020,50565,
1725,cid,combined,2020,10495,18078957
1726,cid,combined,2020,50386,
1727,cid,combined,2020,50359,2653478
1728,cid,combined,2020,60216,236477
1729,cid,combined,2020,60349,
1730,cid,combined,2020,839665,
1731,cid,combined,2020,54538,536875.86
1732,cid,combined,2020,54268,1375920.88
1733,cid,combined,2020,826396,541707
1734,cid,combined,2020,74466,
1735,cid,combined,2020,60410,222008.13
1736,cid,combined,2020,63601,
1737,cid,combined,2020,60388,
1738,cid,combined,2020,54614,
1739,cid,combined,2020,54687,
1740,cid,combined,2020,834373,186723
1741,cid,combined,2020,35863,
1742,cid,combined,2020,31175,3395503
1743,cid,combined,2020,36285,
1744,cid,combined,2020,55324,708903
1745,cid,combined,2020,826208,
1746,cid,combined,2020,73413,
1747,cid,combined,2020,43975,
1748,cid,combined,2020,831616,
1749,cid,combined,2020,73637,
1750,cid,combined,2020,73666,16809805
1751,cid,combined,2020,848474,464498.34
1752,cid,combined,2020,46514,434026
1753,cid,combined,2020,49360,
1754,cid,combined,2020,57616,
1755,cid,combined,2020,63616,
1756,cid,combined,2020,845307,95995.47
1757,cid,combined,2020,60603,
1758,cid,combined,2020,59633,
1759,cid,combined,2020,50550,
1760,cid,combined,2020,832097,
1761,cid,combined,2020,52638,
1762,cid,combined,2020,35880,2478424
1763,cid,combined,2020,54625,
1764,cid,combined,2020,74643,945655.06
1765,cid,combined,2020,58797,60999.51
1766,cid,combined,2020,60229,123657
1767,cid,combined,2020,60264,
1768,cid,combined,2020,31174,16959120
1769,cid,combined,2020,36469,
1770,cid,combined,2020,60073,706938.65
1771,cid,combined,2020,59969,
1772,cid,combined,2020,36037,4174608
1773,cid,combined,2020,60361,
1774,cid,combined,2020,35893,
1775,cid,combined,2020,74594,445882.3
1776,cid,combined,2020,50782,
1777,cid,combined,2020,69968,
1778,cid,combined,2020,60379,
1779,cid,combined,2020,54124,1440313
1780,cid,combined,2020,60433,91007.63
1781,cid,combined,2020,60272,
1782,cid,combined,2020,832009,
1783,cid,combined,2020,839980,
1784,cid,combined,2020,20113,2425449
1785,cid,combined,2020,35862,
1786,cid,combined,2020,31182,3950332
1787,cid,combined,2020,826427,
1788,cid,combined,2020,59536,
1789,cid,combined,2020,3417,38275608
1790,cid,combined,2020,60125,
1791,cid,combined,2020,35858,9060450
1792,cid,combined,2020,36426,
1793,cid,combined,2020,36494,844474
1794,cid,combined,2020,60110,
1795,cid,combined,2020,36501,
1796,cid,combined,2020,74531,
1797,cid,combined,2020,73295,
1798,cid,combined,2020,31114,
1799,cid,combined,2020,53959,
1800,cid,combined,2020,74563,
1801,cid,combined,2020,54395,16312206.14
1802,cid,combined,2020,31113,10986381
1803,cid,combined,2020,36032,
1804,cid,combined,2020,73669,255610
1805,cid,combined,2020,55800,671622
1806,cid,combined,2020,63862,
1807,cid,combined,2020,68296,577699
1808,cid,combined,2020,69850,
1809,cid,combined,2020,74414,
1810,cid,combined,2020,54114,
1811,cid,combined,2020,54109,
1812,cid,combined,2020,54681,
1813,cid,combined,2020,54529,
1814,cid,combined,2020,848409,
1815,cid,combined,2020,31155,6489679.65
1816,cid,combined,2020,31090,3441161
1817,cid,combined,2020,54488,350122
1818,cid,combined,2020,36261,485684
1819,cid,combined,2020,54108,
1820,cid,combined,2020,74558,
1821,cid,combined,2020,37241,
1822,cid,combined,2020,834139,
1823,cid,combined,2020,54637,337318.15
1824,cid,combined,2020,831431,3223629
1825,cid,combined,2020,50578,2072005.65
1826,cid,combined,2020,31176,14757840
1827,cid,combined,2020,35872,
1828,cid,combined,2020,36274,
1829,cid,combined,2020,43909,
1830,cid,combined,2020,35884,
1831,cid,combined,2020,42388,
1832,cid,combined,2020,58488,
1833,cid,combined,2020,43912,9939736
1834,cid,combined,2020,50540,
1835,cid,combined,2020,54092,950515
1836,cid,combined,2020,63543,100251.76
1837,cid,combined,2020,59958,
1838,cid,combined,2020,54348,
1839,cid,combined,2020,60599,
1840,cid,combined,2020,55373,
1841,cid,combined,2020,54345,
1842,cid,combined,2020,49367,
1843,cid,combined,2020,58531,485574
1844,cid,combined,2020,839668,
1845,cid,combined,2020,68373,
1846,cid,combined,2020,840269,
1847,cid,combined,2020,845133,
1848,cid,combined,2020,54491,
1849,cid,combined,2020,5871,5925463.83
1850,cid,combined,2020,840943,
1851,cid,combined,2020,74607,
1852,cid,combined,2020,43907,
1853,cid,combined,2020,31109,993193.74
1854,cid,combined,2020,31009,606636
1855,cid,combined,2020,831618,
1856,cid,combined,2020,43914,
1857,cid,combined,2020,68385,
1858,cid,combined,2020,50387,
1859,cid,combined,2020,54700,
1860,cid,combined,2020,35879,2935483.84
1861,cid,combined,2020,50384,
1862,cid,combined,2020,70261,
1863,cid,combined,2020,840313,
1864,cid,combined,2020,54478,
1865,cid,combined,2020,36043,
1866,cid,combined,2020,35867,
1867,cid,combined,2020,54070,977911
1868,cid,combined,2020,62791,
1869,cid,combined,2020,834251,0
1870,cid,combined,2020,31446,3482634
1871,cid,combined,2020,58621,389004.62
1872,cid,combined,2020,31148,
1873,cid,combined,2020,832509,
1874,cid,combined,2020,826236,
1875,cid,combined,2020,54265,1110100
1876,cid,combined,2020,35864,
1877,cid,combined,2020,35894,
1878,cid,combined,2020,54650,
1879,cid,combined,2020,50383,1037671
1880,cid,combined,2020,58346,
1881,cid,combined,2020,60392,192240
1882,cid,combined,2020,43910,5131800.29
1883,cid,combined,2020,58413,679243
1884,cid,combined,2020,36039,
1885,cid,combined,2020,45219,
1886,cid,combined,2020,54662,
1887,cid,combined,2020,848476,0
1888,cid,combined,2020,54029,
1889,cid,combined,2020,31153,9808000
1890,cid,combined,2020,59996,
1891,cid,combined,2020,60385,
1892,cid,combined,2020,59642,
1893,cid,combined,2020,58668,728024
1894,cid,combined,2020,61790,121584
1895,cid,combined,2020,54075,827143
1896,cid,combined,2020,54670,
1897,cid,combined,2020,74463,
1898,cid,combined,2020,69999,311.86
1899,cid,combined,2020,14344,160849
1900,cid,combined,2020,60279,
1901,cid,combined,2020,73725,447250.27
1902,cid,combined,2020,826212,
1903,cid,combined,2020,54060,
1904,cid,combined,2020,840178,
1905,cid,combined,2020,54692,
1906,cid,combined,2020,50375,
1907,cid,combined,2020,58627,
1908,cid,combined,2020,50551,2216935
1909,cid,combined,2020,54037,
1910,cid,combined,2020,54641,
1911,cid,combined,2020,54085,2063648
1912,cid,combined,2020,54633,
1913,cid,combined,2020,43940,769628
1914,cid,combined,2020,31150,
1915,cid,combined,2020,840521,
1916,cid,combined,2020,35865,
1917,cid,combined,2020,74401,390600
1918,cid,combined,2020,55801,783518
1919,cid,combined,2020,54521,1027342
1920,cid,combined,2020,60273,
1921,cid,combined,2020,848127,
1922,cid,combined,2020,51374,
1923,cid,combined,2020,834126,711226
1924,cid,combined,2020,60638,
1925,cid,combined,2020,36477,
1926,cid,combined,2020,58483,
1927,cid,combined,2020,54104,768765
1928,cid,combined,2020,73645,353742
1929,cid,combined,2020,49327,1941206
1930,cid,combined,2020,826207,1554768
1931,cid,combined,2020,50566,5178548
1932,cid,combined,2020,50571,263675
1933,cid,combined,2020,54290,
1934,cid,combined,2020,834406,
1935,cid,combined,2020,54349,
1936,cid,combined,2020,839667,
1937,cid,combined,2020,826237,
1938,cid,combined,2020,840039,12128.27
1939,cid,combined,2020,50208,
1940,cid,combined,2020,834229,446389.91
1941,cid,combined,2020,36262,
1942,cid,combined,2020,834058,
1943,cid,combined,2020,74488,
1944,cid,combined,2020,42384,2031483
1945,cid,combined,2020,46470,561044
1946,cid,combined,2020,840924,
1947,cid,combined,2020,60409,
1948,cid,combined,2020,832078,
1949,cid,combined,2020,42120,
1950,cid,combined,2020,50389,
1951,cid,combined,2020,60258,
1952,cid,combined,2020,826182,
1953,cid,combined,2020,826380,
1954,cid,combined,2020,55419,
1955,cid,combined,2020,54498,0
1956,cid,combined,2020,826201,
1957,cid,combined,2020,60284,
1958,cid,combined,2020,831152,
1959,cid,combined,2020,54617,
1960,cid,combined,2020,50559,873881
1961,cid,combined,2020,50543,
1962,cid,combined,2020,845132,31592.33
1963,cid,combined,2020,843399,629434
1964,cid,combined,2020,35857,
1965,cid,combined,2020,74418,
1966,cid,combined,2020,60339,
1967,cid,combined,2020,50398,
1968,cid,combined,2020,43937,
1969,cid,combined,2020,62868,
1970,cid,combined,2020,50560,2678259
1971,cid,combined,2020,848125,
1972,cid,combined,2020,73684,0
1973,cid,combined,2020,59644,
1974,cid,combined,2020,60633,
1975,cid,combined,2020,60092,
1976,cid,combined,2020,53829,
1977,cid,combined,2020,35878,
1978,cid,combined,2020,58626,
1979,cid,combined,2020,54517,455709
1980,cid,combined,2020,54116,
1981,cid,combined,2020,54329,2647385
1982,cid,combined,2020,42123,
1983,cid,combined,2020,54113,667175.73
1984,cid,combined,2020,1499,
1985,cid,combined,2020,31170,
1986,cid,combined,2020,50377,
1987,cid,combined,2020,50203,
1988,cid,combined,2020,31187,
1989,cid,combined,2020,49345,
1990,cid,combined,2020,831926,
1991,cid,combined,2020,69995,
1992,cid,combined,2020,52894,
1993,cid,combined,2020,43932,8414058
1994,cid,combined,2020,834374,
1995,cid,combined,2020,69973,
1996,cid,combined,2020,69824,
1997,cid,combined,2020,31149,383677
1998,cid,combined,2020,50541,
1999,cid,combined,2020,35268,4172502
2000,cid,combined,2020,35903,
2001,cid,combined,2020,54388,16200490
2002,cid,combined,2020,73301,
2003,cid,combined,2020,31146,9856045
2004,cid,combined,2020,31184,
2005,cid,combined,2020,50673,
2006,cid,combined,2020,31173,
2007,cid,combined,2020,60393,
2008,cid,combined,2020,36158,2559322
2009,cid,combined,2020,49172,
2010,cid,combined,2020,35853,4687611
2011,cid,combined,2020,58489,170031
2012,cid,combined,2020,53254,376929
2013,cid,combined,2020,60142,
2014,cid,combined,2020,59535,
2015,cid,combined,2020,19233,
2016,cid,combined,2020,1184,
2017,cid,combined,2020,59562,
2018,cid,combined,2020,60105,1540730.01
2019,cid,combined,2020,35873,4731406
2020,cid,combined,2020,56276,
2021,cid,combined,2020,35886,2299973
2022,cid,combined,2020,827048,
2023,cid,combined,2020,63562,805302.88
2024,cid,combined,2020,841003,
2025,cid,combined,2020,10894,18683071
2026,cid,combined,2020,44210,38090341
2027,cid,combined,2020,31157,
2028,cid,combined,2020,826407,
2029,cid,combined,2020,60168,
2030,cid,combined,2020,841098,
2031,cid,combined,2020,31179,16664532
2032,cid,combined,2020,43917,
2033,cid,combined,2020,54291,
2034,cid,combined,2020,840161,
2035,cid,combined,2020,55372,
2036,cid,combined,2020,840244,
2037,cid,combined,2020,74575,
2038,cid,combined,2020,50361,
2039,cid,combined,2020,31115,8622822
2040,cid,combined,2020,37261,
2041,cid,combined,2020,60267,
2042,cid,combined,2020,60126,88000
2043,cid,combined,2020,35870,
2044,cid,combined,2020,63941,
2045,cid,combined,2020,73706,409039
2046,cid,combined,2020,68388,
2047,cid,combined,2020,36286,
2048,cid,combined,2020,826429,
2049,cid,combined,2020,834083,
2050,cid,combined,2020,831999,14600.62
2051,cid,combined,2020,73750,
2052,cid,combined,2020,74546,
2053,cid,combined,2020,54110,731059
2054,cid,combined,2020,839666,
2055,cid,combined,2020,31111,
2056,cid,combined,2020,54389,
2057,cid,combined,2020,54579,
2058,cid,combined,2020,31052,
2059,cid,combined,2020,35449,892116
2060,cid,combined,2020,59124,
2061,cid,combined,2020,58871,
2062,cid,combined,2020,833284,8681840.36
2063,cid,combined,2020,35874,8666375
2064,cid,combined,2020,42178,
2065,cid,combined,2020,848129,
2066,cid,combined,2020,54632,
2067,cid,combined,2020,831674,
